_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
3731,4154205,2017,1965,2023,PRIVATE,15,Don Valley West,1903 BAYVIEW AVE,5,27,2023-11-07,93,93,0,42,3,2,3,3,3,3,3,3,3,2,N/A,N/A,3,2,3,3,3,N/A,3,2,3,N/A,N/A,1,3,N/A,3,3,3,3,2,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1529,43.71571443,-79.37753528,314652.469,4841536.636
3732,4154205,2017,1965,2025,PRIVATE,15,Don Valley West,1903 BAYVIEW AVE,5,27,2025-09-11,95,96,-1,40,3,3,3,N/A,3,3,2,3,3,3,N/A,N/A,3,3,2,3,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,3,3,3,2,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1529,43.71571443,-79.37753528,314652.469,4841536.636
3733,4154206,2018,1911,2024,PRIVATE,15,Don Valley West,1911 BAYVIEW AVE,4,20,2024-08-09,88,88,0,40,3,3,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,1,2,3,N/A,3,N/A,3,3,3,1,3,3,2,3,2,1,1,1,1,1,1,1,N1529,43.71598421,-79.37754312,314651.793,4841566.606
3734,4155776,2017,1967,2024,PRIVATE,06,York Centre,35 CEDARCROFT BLVD,13,207,2024-09-03,81,83,-2,47,3,1,2,3,2,2,1,2,3,1,3,N/A,3,3,3,3,1,N/A,3,3,N/A,3,3,1,1,3,3,3,1,2,3,2,3,3,3,3,3,3,2,1,3,3,3,3,3,3,1,3,1,3,N0622,43.78274506,-79.44830487,308945.574,4848976.441
3735,4154070,2017,1950,2024,PRIVATE,19,Beaches-East York,189 CEDARVALE AVE,6,78,2024-08-29,91,91,0,42,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,2,3,2,N/A,3,3,2,N/A,N/A,2,1,N/A,3,3,3,3,3,3,3,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1929,43.68939682,-79.31194058,319944.937,4838621.723
3736,4154223,2017,1972,2025,PRIVATE,07,Humber River-Black Creek,160 CHALKFARM DR,23,466,2025-10-16,75,75,0,45,3,2,3,2,3,1,1,3,3,1,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,3,1,3,3,3,1,1,1,1,1,3,1,1,1,2,3,1,1,3,3,3,3,3,3,3,3,3,3,W0734,43.72432356,-79.51474864,303596.246,4842484.943
3737,4154223,2017,1972,2023,PRIVATE,07,Humber River-Black Creek,160 CHALKFARM DR,23,466,2023-09-08,81,81,0,44,3,2,3,2,3,2,1,3,3,1,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,1,3,3,2,2,2,2,3,2,3,2,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0734,43.72432356,-79.51474864,303596.246,4842484.943
3738,4154222,2017,1972,2024,PRIVATE,07,Humber River-Black Creek,170 CHALKFARM DR,23,262,2024-06-21,77,77,0,45,3,1,3,2,3,1,2,2,3,1,N/A,N/A,3,3,3,3,2,3,2,2,N/A,N/A,N/A,1,1,2,3,3,1,2,2,2,3,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,W0734,43.72427169,-79.51340479,303704.517,4842479.159
3739,4154221,2017,1972,2023,PRIVATE,07,Humber River-Black Creek,180 CHALKFARM DR,23,263,2023-09-08,79,79,0,44,3,2,3,2,3,2,1,2,N/A,1,N/A,N/A,3,3,3,3,2,2,3,2,N/A,N/A,N/A,1,3,3,3,3,2,1,3,2,2,3,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0734,43.72404844,-79.51181503,303832.597,4842454.334
3740,4154221,2017,1972,2025,PRIVATE,07,Humber River-Black Creek,180 CHALKFARM DR,23,263,2025-10-16,80,80,0,44,3,2,3,2,3,1,1,3,N/A,1,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,1,3,3,3,3,2,1,2,1,3,2,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,W0734,43.72404844,-79.51181503,303832.597,4842454.334
3741,4154220,2017,1974,2024,PRIVATE,07,Humber River-Black Creek,200 CHALKFARM DR,28,223,2024-06-21,83,84,-1,45,3,2,3,N/A,3,2,2,2,3,1,N/A,N/A,3,3,3,3,2,3,2,3,N/A,N/A,3,1,3,1,3,3,2,2,1,3,3,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0734,43.7242171,-79.51065112,303926.11,4842474.01
3742,4245676,2017,1967,2024,PRIVATE,12,Toronto-St. Paul's,321 CHAPLIN CRES,8,74,2024-07-30,95,95,0,46,3,3,3,2,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1226,43.70235752,-79.41732307,311448.141,4840047.833
3743,4153982,2017,1961,2024,PRIVATE,08,Eglinton-Lawrence,515 CHAPLIN CRES,8,111,2024-09-24,78,78,0,45,3,3,N/A,3,3,1,2,3,1,2,N/A,N/A,3,3,1,2,2,2,3,2,3,N/A,N/A,1,3,1,3,1,1,2,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,0,3,3,N0833,43.70495206,-79.42424928,310889.372,4840336.498
3744,4153981,2017,1961,2023,PRIVATE,08,Eglinton-Lawrence,525 CHAPLIN CRES,8,110,2023-07-31,87,87,0,46,3,3,3,2,3,2,2,2,3,2,N/A,N/A,3,3,2,2,2,3,3,2,3,N/A,N/A,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,N0833,43.70535072,-79.4245433,310865.636,4840380.768
3745,4153981,2017,1961,2025,PRIVATE,08,Eglinton-Lawrence,525 CHAPLIN CRES,8,110,2025-07-09,92,93,-1,43,3,3,N/A,3,3,2,1,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0833,43.70535072,-79.4245433,310865.636,4840380.768
3746,4153551,2017,1915,2024,PRIVATE,11,University-Rosedale,30 CHARLES ST E,3,21,2024-08-29,79,82,-3,37,3,1,3,N/A,3,1,N/A,3,2,3,N/A,N/A,3,3,2,2,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,1,3,3,1,2,3,3,3,2,0,3,3,3,0,3,0,S1137,43.66919891,-79.38481582,314072.949,4836368.069
3747,5015812,2021,1972,2024,PRIVATE,11,University-Rosedale,44 CHARLES ST W,51,793,2024-08-08,90,91,-1,45,3,0,3,3,3,3,N/A,3,N/A,0,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1136,43.66871624,-79.38825057,313796.026,4836314.071
3748,4153517,2017,1981,2025,PRIVATE,11,University-Rosedale,55 CHARLES ST W,32,147,2025-10-02,84,84,0,44,1,3,N/A,N/A,3,3,N/A,3,2,3,N/A,N/A,3,3,3,2,2,N/A,3,3,1,3,3,1,2,3,3,3,2,3,2,1,3,3,1,2,2,3,3,3,2,3,3,3,3,3,3,1,3,3,S1136,43.66768494,-79.38901959,313734.416,4836198.46
3749,4153517,2017,1981,2023,PRIVATE,11,University-Rosedale,55 CHARLES ST W,32,147,2023-08-09,88,88,0,46,2,3,N/A,N/A,3,3,3,3,N/A,3,N/A,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,0,0,0,3,S1136,43.66768494,-79.38901959,313734.416,4836198.46
3750,4153516,2017,1977,2025,PRIVATE,11,University-Rosedale,57 CHARLES ST W,21,250,2025-10-02,89,89,0,48,3,3,3,3,3,3,3,3,3,3,2,N/A,3,3,1,3,2,N/A,3,3,3,3,3,1,3,2,3,3,1,1,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1136,43.6677723,-79.3895244,313693.429,4836209.064
3751,4153516,2017,1977,2023,PRIVATE,11,University-Rosedale,57 CHARLES ST W,21,250,2023-08-29,96,96,0,47,3,3,3,3,3,2,3,3,N/A,3,N/A,3,3,3,3,3,3,2,3,3,2,3,3,N/A,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S1136,43.6677723,-79.3895244,313693.429,4836209.064
3752,4154024,2017,1936,2024,PRIVATE,08,Eglinton-Lawrence,14 CHATSWORTH DR,4,41,2024-09-04,91,91,0,43,3,3,2,2,3,2,N/A,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,2,2,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,3,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,N0829,43.72234484,-79.4025685,312634.457,4842270.577
3753,4154021,2017,1929,2024,PRIVATE,08,Eglinton-Lawrence,1 CHERITAN AVE,4,64,2024-07-29,97,97,0,43,3,3,3,3,3,2,N/A,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,1,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0829,43.72288403,-79.40209198,312672.781,4842330.522
3754,4156154,2017,1987,2024,TCHC,10,Spadina-Fort York,111 CHESTNUT ST,15,144,2024-09-16,86,86,0,46,3,3,3,3,1,2,3,2,2,3,N/A,N/A,3,3,2,3,2,N/A,3,3,1,N/A,2,1,1,2,3,3,1,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,1,3,3,3,3,S1025,43.65482939,-79.38557699,314013.801,4834771.619
3755,4166721,2017,2012,2025,PRIVATE,22,Scarborough-Agincourt,8 CHICHESTER PL,20,210,2025-11-14,98,98,0,45,3,3,N/A,3,3,3,3,3,N/A,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2225,43.77626173,-79.3209627,319196.64,4848271.343
3756,4166721,2017,2012,2023,PRIVATE,22,Scarborough-Agincourt,8 CHICHESTER PL,20,210,2023-09-07,100,100,0,45,3,3,N/A,3,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2225,43.77626173,-79.3209627,319196.64,4848271.343
3757,4250524,2017,1971,2024,PRIVATE,22,Scarborough-Agincourt,10 CHICHESTER PL,16,220,2024-09-30,90,90,0,48,3,3,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,3,2,3,2,1,2,3,3,2,3,3,3,3,3,3,3,3,E2225,43.77642864,-79.32148353,319154.674,4848289.796
3758,4152853,2017,1970,2024,PRIVATE,22,Scarborough-Agincourt,20 CHICHESTER PL,14,189,2024-09-05,96,96,0,47,3,3,2,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,N/A,2,3,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2225,43.77731232,-79.32176695,319131.65,4848387.918
3759,4154079,2018,1962,2024,PRIVATE,19,Beaches-East York,327 CHISHOLM AVE,4,20,2024-09-11,91,91,0,39,2,3,N/A,N/A,3,2,3,1,3,3,N/A,N/A,3,3,3,2,2,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1926,43.69718165,-79.30644386,320386.052,4839487.593
3760,5371447,2024,1940,2024,PRIVATE,19,Beaches-East York,330 CHISHOLM AVE,3,12,2024-06-18,80,80,0,38,3,2,3,N/A,3,1,N/A,1,3,3,N/A,3,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,3,3,N/A,3,N/A,1,3,3,1,3,3,1,3,1,1,3,3,3,1,3,1,S1926,43.69726672,-79.30729543,320317.388,4839496.885
3761,4279693,2017,1952,2023,PRIVATE,19,Beaches-East York,332 CHISHOLM AVE,3,12,2023-07-28,76,76,0,37,1,2,2,N/A,3,2,N/A,2,3,2,N/A,N/A,2,3,2,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,1,2,3,1,2,3,2,3,3,1,1,3,3,2,1,2,S1926,43.69729258,-79.30748706,320325.566,4839501.516
3762,4153160,2017,1971,2023,PRIVATE,09,Davenport,919 DUFFERIN ST,15,113,2023-08-20,93,93,0,45,3,3,3,3,3,3,2,3,3,3,N/A,N/A,3,3,2,2,2,2,3,3,2,N/A,N/A,2,3,3,3,3,2,2,3,3,3,N/A,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S0934,43.65755467,-79.43400594,310107.154,4835070.126
3763,4153160,2017,1971,2025,PRIVATE,09,Davenport,919 DUFFERIN ST,15,113,2025-07-17,91,91,0,46,2,3,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,2,3,3,3,2,3,2,N/A,3,1,3,3,3,3,3,3,3,2,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S0934,43.65755467,-79.43400594,310107.154,4835070.126
3764,4155063,2017,1950,2025,PRIVATE,09,Davenport,2036 DUFFERIN ST,3,12,2025-07-24,74,74,0,36,1,3,N/A,N/A,3,3,N/A,1,3,1,N/A,N/A,3,1,2,1,N/A,N/A,2,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,2,3,3,3,N/A,1,1,3,3,1,2,1,3,1,3,3,3,3,3,3,3,S0922,43.68636003,-79.44674109,309077.853,4838269.541
3765,4155063,2017,1950,2023,PRIVATE,09,Davenport,2036 DUFFERIN ST,3,12,2023-08-29,77,77,0,34,2,2,N/A,N/A,N/A,2,N/A,2,1,2,N/A,N/A,3,3,2,2,N/A,N/A,1,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,S0922,43.68636003,-79.44674109,309077.853,4838269.541
3766,4155069,2017,1959,2024,PRIVATE,09,Davenport,2204 DUFFERIN ST,4,28,2024-07-17,65,65,0,38,1,2,3,2,N/A,1,2,1,1,2,N/A,N/A,3,3,1,1,2,N/A,3,3,N/A,N/A,N/A,1,2,N/A,N/A,N/A,1,1,2,N/A,2,N/A,2,2,3,3,2,2,2,3,3,1,1,3,1,1,1,2,S0922,43.69043413,-79.44838039,308945.447,4838722.081
3767,4155068,2017,1959,2023,PRIVATE,09,Davenport,2208 DUFFERIN ST,4,18,2023-08-31,68,68,0,39,2,2,2,2,3,2,2,2,2,2,N/A,2,3,3,2,2,2,N/A,3,1,N/A,N/A,N/A,2,1,N/A,N/A,N/A,2,2,2,N/A,N/A,N/A,2,2,2,3,2,3,2,3,1,1,1,1,1,1,1,1,S0922,43.69067643,-79.44845878,308939.113,4838748.997
3768,4155068,2017,1959,2025,PRIVATE,09,Davenport,2208 DUFFERIN ST,4,18,2025-07-18,89,89,0,42,3,1,1,N/A,3,2,3,3,3,3,N/A,3,3,3,1,3,3,3,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,2,2,3,3,1,1,1,3,S0922,43.69067643,-79.44845878,308939.113,4838748.997
3769,4155026,2017,1997,2024,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,2024-09-11,75,75,0,44,3,3,N/A,1,3,1,N/A,2,2,3,N/A,N/A,3,3,2,2,2,1,3,2,1,N/A,N/A,1,3,1,3,2,1,3,3,3,3,3,1,1,3,3,1,3,3,3,2,3,3,3,1,1,2,3,S1222,43.69519624,-79.4496139,308845.969,4839250.13
3770,4155059,2017,1960,2024,PRIVATE,08,Eglinton-Lawrence,2495 DUFFERIN ST,3,15,2024-07-25,58,58,0,34,3,1,N/A,N/A,N/A,1,N/A,1,1,1,N/A,N/A,3,3,1,1,2,N/A,1,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,N0831,43.7017189,-79.45163676,308682.24,4839975.612
3771,4154496,2017,1968,2024,PRIVATE,08,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2024-06-18,90,90,0,42,3,3,3,N/A,3,2,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,N/A,2,3,3,N/A,2,3,N/A,3,3,2,2,3,3,3,N/A,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0826,43.71108689,-79.45503098,308408.116,4841016.189
3772,4154495,2018,1991,2024,SOCIAL HOUSING,08,Eglinton-Lawrence,3010 DUFFERIN ST,10,202,2024-07-16,99,99,0,43,3,3,3,N/A,3,3,N/A,3,N/A,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0826,43.7118623,-79.45499226,308411.192,4841102.335
3773,4154494,2018,1983,2023,SOCIAL HOUSING,08,Eglinton-Lawrence,3050 DUFFERIN ST,14,258,2023-09-11,89,89,0,46,3,3,2,N/A,2,2,2,2,2,2,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,3,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0826,43.71314827,-79.45515895,308397.684,4841245.195
3774,4154494,2018,1983,2025,SOCIAL HOUSING,08,Eglinton-Lawrence,3050 DUFFERIN ST,14,258,2025-07-09,97,97,0,45,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0826,43.71314827,-79.45515895,308397.684,4841245.195
3775,4154763,2017,1968,2024,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2024-08-29,91,91,0,45,3,3,2,3,3,2,2,2,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,3,N/A,3,2,3,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1630,43.71503235,-79.33058483,318480.453,4841476.916
3776,4155779,2017,2007,2024,PRIVATE,03,Etobicoke-Lakeshore,11 DUNBLOOR RD,22,278,2024-07-22,100,100,0,45,3,3,3,N/A,3,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0321,43.64365742,-79.53283539,302143.383,4833527.263
3777,4154275,2017,1960,2024,PRIVATE,07,Humber River-Black Creek,25 DUNCANWOODS DR,11,148,2024-08-08,98,98,0,42,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,W0722,43.74967652,-79.55738829,300162.561,4845304.003
3778,4154276,2017,1969,2024,PRIVATE,07,Humber River-Black Creek,35 DUNCANWOODS DR,7,75,2024-08-20,95,95,0,43,3,3,3,N/A,3,2,2,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,W0722,43.75060008,-79.55806206,300108.373,4845406.643
3779,4153457,2017,1995,2023,SOCIAL HOUSING,13,Toronto Centre,80 DUNDAS ST E,15,138,2023-08-14,91,91,0,44,3,3,3,N/A,N/A,2,2,3,2,3,N/A,N/A,3,3,3,2,2,2,3,3,N/A,N/A,3,3,3,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,S1328,43.65643901,-79.3781124,314613.128,4834958.909
3780,4153457,2017,1995,2025,SOCIAL HOUSING,13,Toronto Centre,80 DUNDAS ST E,15,138,2025-10-06,93,93,0,45,3,3,3,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,S1328,43.65643901,-79.3781124,314613.128,4834958.909
3781,4153443,2017,1973,2024,PRIVATE,13,Toronto Centre,280 DUNDAS ST E,11,241,2024-09-15,73,73,0,41,1,1,N/A,N/A,3,1,N/A,3,2,2,N/A,N/A,3,1,3,3,2,N/A,3,2,N/A,N/A,N/A,2,3,2,3,1,1,1,3,2,3,3,1,2,2,1,1,1,1,3,3,3,3,1,3,3,3,3,S1328,43.65848117,-79.37192619,315114.503,4835177.935
3782,4153572,2017,1980,2023,TCHC,13,Toronto Centre,310 DUNDAS ST E,7,155,2023-08-08,90,90,0,42,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,N/A,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1329,43.65857932,-79.37065961,315213.842,4835196.523
3783,4153572,2017,1980,2025,TCHC,13,Toronto Centre,310 DUNDAS ST E,7,155,2025-12-05,94,94,0,44,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,2,N/A,N/A,N/A,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1329,43.65857932,-79.37065961,315213.842,4835196.523
3784,4153574,2017,1991,2023,SOCIAL HOUSING,13,Toronto Centre,330 DUNDAS ST E,4,29,2023-08-18,87,87,0,41,3,2,2,2,3,2,N/A,3,3,2,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,3,N/A,3,3,N/A,N/A,2,2,3,3,2,3,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,S1329,43.65866838,-79.37017134,315252.836,4835207.824
3785,4153574,2017,1991,2025,SOCIAL HOUSING,13,Toronto Centre,330 DUNDAS ST E,4,29,2025-10-07,90,90,0,39,3,2,3,N/A,3,2,N/A,3,3,2,N/A,N/A,3,3,2,2,3,N/A,3,3,N/A,N/A,N/A,N/A,3,3,N/A,N/A,1,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1329,43.65866838,-79.37017134,315252.836,4835207.824
3786,4265577,2017,2012,2023,SOCIAL HOUSING,13,Toronto Centre,425 DUNDAS ST E,5,32,2023-10-31,85,85,0,40,3,1,N/A,3,N/A,2,N/A,3,N/A,2,N/A,N/A,3,3,2,3,2,2,2,2,N/A,N/A,N/A,N/A,3,2,3,2,2,3,3,2,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,S1329,43.65908018,-79.36682324,315526.799,4835242.136
3787,4265577,2017,2012,2025,SOCIAL HOUSING,13,Toronto Centre,425 DUNDAS ST E,5,32,2025-12-04,92,92,0,41,3,3,3,N/A,3,3,N/A,3,N/A,3,N/A,N/A,3,3,3,3,2,3,3,2,N/A,N/A,N/A,N/A,3,3,3,3,1,3,2,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,S1329,43.65908018,-79.36682324,315526.799,4835242.136
3788,4250271,2017,1991,2025,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,2025-10-03,92,92,0,40,3,3,3,3,3,2,N/A,3,3,2,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,3,N/A,N/A,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,S1329,43.65907009,-79.36646956,315554.246,4835245.014
3789,4250271,2017,1991,2023,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,2023-08-25,97,97,0,41,3,N/A,3,N/A,N/A,3,2,3,N/A,3,N/A,N/A,3,2,3,3,3,3,3,3,N/A,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1329,43.65907009,-79.36646956,315554.246,4835245.014
3790,4155387,2017,1974,2024,PRIVATE,02,Etobicoke Centre,15 EVA RD,18,195,2024-08-19,88,88,0,46,3,3,3,3,3,2,3,2,2,3,N/A,N/A,3,1,2,3,3,N/A,3,3,3,N/A,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,W0233,43.63843716,-79.56201782,299621.964,4833042.587
3791,4155388,2017,1974,2025,PRIVATE,02,Etobicoke Centre,19 EVA RD,14,152,2025-06-22,92,92,0,46,3,3,3,3,3,2,1,3,2,3,N/A,N/A,3,3,3,3,3,2,3,3,3,N/A,N/A,3,3,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,W0233,43.637507,-79.56171027,299605.598,4833037.805
3792,4155388,2017,1974,2023,PRIVATE,02,Etobicoke Centre,19 EVA RD,14,152,2023-07-06,93,93,0,45,3,3,2,N/A,3,2,3,3,2,3,3,N/A,3,3,3,3,3,N/A,3,3,1,N/A,N/A,2,3,3,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0233,43.637507,-79.56171027,299605.598,4833037.805
